site,burn_mean,burn_median,burn_sd,burn_min,burn_max,burn_range,burn_cv,burn_trend,dfm1000hr_mean,dfm1000hr_median,dfm1000hr_sd,dfm1000hr_min,dfm1000hr_max,dfm1000hr_range,dfm1000hr_cv,dfm1000hr_trend,dfm100hr_mean,dfm100hr_median,dfm100hr_sd,dfm100hr_min,dfm100hr_max,dfm100hr_range,dfm100hr_cv,dfm100hr_trend,energy_ERC_mean,energy_ERC_median,energy_ERC_sd,energy_ERC_min,energy_ERC_max,energy_ERC_range,energy_ERC_cv,energy_ERC_trend,maxT_mean,maxT_median,maxT_sd,maxT_min,maxT_max,maxT_range,maxT_cv,maxT_trend,maxRelH_mean,maxRelH_median,maxRelH_sd,maxRelH_min,maxRelH_max,maxRelH_range,maxRelH_cv,maxRelH_trend,vaporDeficit_mean,vaporDeficit_median,vaporDeficit_sd,vaporDeficit_min,vaporDeficit_max,vaporDeficit_range,vaporDeficit_cv,vaporDeficit_trend,minT_mean,minT_median,minT_sd,minT_min,minT_max,minT_range,minT_cv,minT_trend,minRelH_mean,minRelH_median,minRelH_sd,minRelH_min,minRelH_max,minRelH_range,minRelH_cv,minRelH_trend,specificH_mean,specificH_median,specificH_sd,specificH_min,specificH_max,specificH_range,specificH_cv,specificH_trend,precipitation_mean,precipitation_median,precipitation_sd,precipitation_min,precipitation_max,precipitation_range,precipitation_cv,precipitation_trend,alfalfa_mean,alfalfa_median,alfalfa_sd,alfalfa_min,alfalfa_max,alfalfa_range,alfalfa_cv,alfalfa_trend,grass_mean,grass_median,grass_sd,grass_min,grass_max,grass_range,grass_cv,grass_trend,sunshine_mean,sunshine_median,sunshine_sd,sunshine_min,sunshine_max,sunshine_range,sunshine_cv,sunshine_trend,windDirection_mean,windDirection_median,windDirection_sd,windDirection_min,windDirection_max,windDirection_range,windDirection_cv,windDirection_trend,windSpeed_mean,windSpeed_median,windSpeed_sd,windSpeed_min,windSpeed_max,windSpeed_range,windSpeed_cv,windSpeed_trend,palmer_p_mean,palmer_p_median,palmer_p_sd,palmer_p_min,palmer_p_max,palmer_p_range,palmer_p_cv,palmer_p_trend,palmer_z_mean,palmer_z_median,palmer_z_sd,palmer_z_min,palmer_z_max,palmer_z_range,palmer_z_cv,palmer_z_trend
site_11,26.046347031963474,25.3,9.002441215750267,2.5,59.1,56.6,0.3456316236861422,0.004744557,17.173961187214612,17.25,2.3744801292784734,8.28,23.85,15.570000000000002,0.13826048070064273,-0.000991234,15.615707762557077,15.455,2.9652844622387473,5.66,25.56,19.9,0.18989113444789396,-0.000909404,29.71187214611872,29,9.517816538202775,4.1,74.8,70.7,0.3203371531553286,0.004043795,290.6619634703196,291.96000000000004,11.175280073862096,258.12,314.71,56.589999999999975,0.038447687,0.000340862,87.78597032,88.945,7.348011929060904,52.93,100,47.07,0.083703716,-0.005693661,0.7630958904109589,0.688,0.5287557203563809,0.032,3.976,3.944,0.6929086200053101,4.681735234197706e-05,278.12384703196346,278.24,10.61189653642969,250.09,297.44,47.349999999999994,0.038155292,0.000508595,41.86228310502283,40.6,11.144459279898363,11.57,80.8,69.22999999999999,0.2662171877233614,0.001105882,0.006716894,0.005515,0.004207658,0.00078,0.017174,0.016394,0.6264290849421408,1.2843999848109606e-11,2.199121005,1.26,2.565206967175291,0,18.84,18.84,1.1664692219522925,0.00028374,4.719075342465754,4.745,2.624144642338252,0.3,15.39,15.09,0.5560717835386616,0.000197088,3.428607305936073,3.375,2.018497423916509,0.23,10.66,10.43,0.5887222547831041,0.000118889,182.22101598173515,185.23000000000002,75.80617110965098,62.38,318.34,255.95999999999998,0.4160122294414678,0.002302448,184.79897260273972,183.5,43.39608315494649,49.5,323.9,274.4,0.23482859533117947,-0.007236955,4.446232876712329,4.4,0.7147199602414386,2.51,6.69,4.180000000000001,0.1607473067784796,0.000233225,4.512557077625571,4,2.243423130537919,0,10,10,0.49715119209491954,0.001565406,4.856735159817352,5,1.415532824,0.5,10,9.5,0.2914576927991219,0.000375265
site_12,26.046347031963474,25.3,9.002441215750267,2.5,59.1,56.6,0.3456316236861422,0.004744557,17.173961187214612,17.25,2.3744801292784734,8.28,23.85,15.570000000000002,0.13826048070064273,-0.000991234,15.615707762557077,15.455,2.9652844622387473,5.66,25.56,19.9,0.18989113444789396,-0.000909404,29.71187214611872,29,9.517816538202775,4.1,74.8,70.7,0.3203371531553286,0.004043795,290.6619634703196,291.96000000000004,11.175280073862096,258.12,314.71,56.589999999999975,0.038447687,0.000340862,87.78597032,88.945,7.348011929060904,52.93,100,47.07,0.083703716,-0.005693661,0.7630958904109589,0.688,0.5287557203563809,0.032,3.976,3.944,0.6929086200053101,4.681735234197706e-05,278.12384703196346,278.24,10.61189653642969,250.09,297.44,47.349999999999994,0.038155292,0.000508595,41.86228310502283,40.6,11.144459279898363,11.57,80.8,69.22999999999999,0.2662171877233614,0.001105882,0.006716894,0.005515,0.004207658,0.00078,0.017174,0.016394,0.6264290849421408,1.2843999848109606e-11,2.199121005,1.26,2.565206967175291,0,18.84,18.84,1.1664692219522925,0.00028374,4.719075342465754,4.745,2.624144642338252,0.3,15.39,15.09,0.5560717835386616,0.000197088,3.428607305936073,3.375,2.018497423916509,0.23,10.66,10.43,0.5887222547831041,0.000118889,182.22101598173515,185.23000000000002,75.80617110965098,62.38,318.34,255.95999999999998,0.4160122294414678,0.002302448,184.79897260273972,183.5,43.39608315494649,49.5,323.9,274.4,0.23482859533117947,-0.007236955,4.446232876712329,4.4,0.7147199602414386,2.51,6.69,4.180000000000001,0.1607473067784796,0.000233225,4.5131278538812785,4,2.2438650581482165,0,10,10,0.4971862377482832,0.001561501,4.856735159817352,5,1.415532824,0.5,10,9.5,0.2914576927991219,0.000375265
site_13,25.926712328767128,25.2,9.013456134,2.5,59.4,56.9,0.347651334,0.004791651,17.200673515981734,17.265,2.385115971885698,8.34,23.94,15.600000000000001,0.13866410345325172,-0.001032736,15.61738584474886,15.47,2.9741342536755777,5.67,25.67,20,0.19043739350754346,-0.000964357,29.638356164383563,28.95,9.528234372948694,4,74.7,70.7,0.3214832266709441,0.0041728,290.64944063926936,291.96000000000004,11.172454141164808,258.25,314.7,56.44999999999999,0.03843962,0.000334613,87.66654109589042,88.735,7.390079492679932,52.95,100,47.05,0.084297605,-0.006025269,0.7676438356164382,0.691,0.5313889172405744,0.033,3.985,3.952,0.6922336799771929,4.9131414468913076e-05,278.15356164383564,278.27,10.605055123100882,250.19,297.42,47.23000000000002,0.03812662,0.00059531,41.883949771689494,40.59,11.126764101771572,11.68,81.18,69.5,0.26565699181724395,0.001053065,0.006693896,0.005499,0.004188218,0.000777,0.017112,0.016335,0.6256771109975994,-4.70E-09,2.225513698630137,1.27,2.570213392353335,0,18.22,18.22,1.1548854513613507,0.000277597,4.734646118721462,4.755,2.630591542043236,0.3,15.39,15.09,0.5556046800713371,0.000207648,3.4371803652968036,3.38,2.021310420688378,0.23,10.66,10.43,0.5880722586153363,0.000121674,182.18997716894975,185.34,75.73385977210731,62.91,317.89,254.98,0.4156862026601893,0.002283582,184.79897260273972,183.5,43.39608315494649,49.5,323.9,274.4,0.23482859533117947,-0.007236955,4.448002283105023,4.415,0.7160729759208223,2.51,6.7,4.19,0.16098754684562624,0.000235357,4.418378995,4,2.1966438956525627,0,9,9,0.4971605871571231,0.001609307,4.827625570776256,5,1.403262450020798,0.5,10,9.5,0.2906734230830501,0.000301624
site_14,25.940867579908677,25.7,8.964578757904123,5.2,58.3,53.099999999999994,0.34557744571531723,0.004836931,17.272842465753424,17.37,2.379605657408807,7.77,24.05,16.28,0.13776572455441607,-0.001019479,15.712043378995434,15.6,2.9367444316054727,5.67,26.47,20.799999999999997,0.18691040756235722,-0.000963824,29.379680365296803,28.8,9.474692216209325,2.9,73,70.1,0.32249133068856684,0.004102825,290.55489726027395,291.875,11.259618693246162,258.4,315,56.60000000000002,0.038752122,0.000433411,88.13618721461188,89.25999999999999,7.309310106281636,52.68,100,47.32,0.082931998,-0.005920212,0.760208904,0.6904999999999999,0.5257766453431503,0.037,4.035,3.998,0.6916212668660826,5.112951776983893e-05,277.93229452054794,278.16,10.64109691147805,250.04,297.18,47.140000000000015,0.038286652,0.000573536,41.88855022831051,40.650000000000006,11.000046848114744,12.07,80.08,68.00999999999999,0.26260271095943366,0.000593157,0.006635404,0.005386,0.004203435,0.000757,0.017156,0.016399,0.6334858373706636,-2.69E-08,2.203915525114155,1.29,2.5983955511724113,0,14.91,14.91,1.1789905382320964,0.000441475,4.723561643835617,4.77,2.624947289679794,0.32,15.57,15.25,0.5557135669236847,0.000251077,3.425479452054794,3.39,2.016700167,0.23,10.75,10.52,0.5887351524047737,0.00015285,181.5459817351598,184.845,76.28923901697814,60.55,320.55,260,0.42021992603653036,0.003013292,185.24657534246575,184.1,43.25552330617327,49.9,323.7,273.8,0.23350241820236994,-0.007764299,4.478618721461187,4.44,0.7223313573329716,2.51,6.77,4.26,0.16128440536177302,0.000239771,4.719748858447488,4,2.474400518872298,0,10,10,0.5242652931508365,0.002632542,4.926940639269406,5,1.4693692154980902,0.5,10,9.5,0.298231565,0.000631186
site_15,25.890981735159816,25.45,8.999866738974589,4.1,58.4,54.3,0.347606237,0.004693855,17.28449771689498,17.335,2.443629981694796,7.6,24.58,16.979999999999997,0.14137697384785647,-0.001288974,15.735273972602743,15.72,2.985789485526341,5.65,26.21,20.560000000000002,0.18975135041976438,-0.001286896,29.362442922374434,28.8,9.599865294,2.8,74,71.2,0.32694368515527394,0.004948502,290.49301369863014,291.86,11.414119162689968,258.94,315.22,56.28000000000003,0.039292233,0.000395007,88.31590182648404,89.575,7.404636582,52.53,100,47.47,0.08384262,-0.007369515,0.766013699,0.7064999999999999,0.5344198192351617,0.038,4.078,4.04,0.6976635276769398,6.010536721209779e-05,277.73880136986304,278,10.680090321296367,250.71,296.99,46.28,0.038453720793133826,0.000954826,41.65005707762557,40.17,11.003002262414405,12.54,80.49,67.94999999999999,0.2641773633564892,0.000271224,0.006547637,0.0052985,0.004164135,0.000741,0.017063,0.016322,0.6359751716209936,-6.85E-08,2.1634474885844748,1.225,2.5569865318289966,0,16.8,16.8,1.1819036724122254,0.00042839,4.727442922374429,4.83,2.6536742151872095,0.32,15.57,15.25,0.561333951,0.000297791,3.422591324200913,3.425,2.0347631821451153,0.23,10.76,10.53,0.5945095366067932,0.000183678,180.80577625570774,185.235,76.42203398268326,58.85,323.08,264.22999999999996,0.42267473730818234,0.003622172,187.17968036529683,186.8,43.454998219048036,50.4,323.4,273,0.2321566001942196,-0.008221422,4.470582191780822,4.44,0.7298856818305965,2.48,6.92,4.4399999999999995,0.16326412322146622,0.000250048,4.670091324200913,4,2.5593762601413177,0,10,10,0.5480355912695659,0.002699346,4.8841324200913245,5,1.4587123867348828,0.5,10,9.5,0.2986635621782768,0.000601191
site_16,26.026712328767125,25.75,9.093499292014394,4,59.1,55.1,0.3493910094039584,0.004758726,17.27229452054795,17.345,2.4393716647401438,7.6,24.44,16.840000000000003,0.14123031898501676,-0.00123633,15.71560502283105,15.614999999999998,2.9753520146557992,5.65,26.15,20.5,0.18932468780764836,-0.001215096,29.448744292237443,28.9,9.636996386,2.8,73.9,71.10000000000001,0.3272464282342796,0.004842335,290.55019406392694,291.90999999999997,11.377852558528685,258.84,315.23,56.39000000000004,0.039159679776449664,0.000496579,88.26320776255709,89.46,7.380637284096259,52.52,100,47.48,0.083620769,-0.006955662,0.7655764840182648,0.7084999999999999,0.5318947992634712,0.035,4.075,4.04,0.694763763,6.602064947439124e-05,277.7833675799087,278.1,10.664056182007522,250.72,296.93,46.21000000000001,0.038389829725639854,0.000892656,41.500388127853874,40.07,10.983485728741416,12.17,80.43,68.26,0.2646598314913015,2.215380221222017e-05,0.006568465,0.005319,0.004172855,0.000745,0.01706,0.016315,0.6352862291649519,-5.73E-08,2.193276255707763,1.2349999999999999,2.617115839311827,0,17.26,17.26,1.1932449605931161,0.000459911,4.731860730593608,4.845000000000001,2.6472414924628276,0.33,15.59,15.26,0.559450424,0.0003189,3.4261643835616433,3.435,2.029363643,0.23,10.77,10.54,0.5923135657414342,0.000196487,180.88364155251142,185.24,76.42814747129715,58.74,322.33,263.59,0.4225265856841437,0.003522014,185.20810502283106,184.1,43.29772859964496,49.6,324,274.4,0.23377880030848297,-0.007919443,4.472819634703196,4.43,0.7255910325133529,2.51,6.84,4.33,0.16222228745458928,0.00024465,4.739726027397261,4,2.604035666311625,0,10,10,0.5494063689038977,0.00290394,4.913812785388128,5,1.484794646755194,0.5,10,9.5,0.302167525,0.000674319
site_17,25.957762557077626,25.65,9.244791030839737,5.4,61.6,56.2,0.35614745340672893,0.003959674,17.34656392694064,17.42,2.4339756355220925,8.11,24.6,16.490000000000002,0.1403145686819237,-0.001119053,15.710102739726027,15.629999999999999,2.977931633857394,5.92,26.23,20.310000000000002,0.18955519789995512,-0.001099783,29.087671232876712,28.5,9.484479441941252,2.4,73,70.6,0.3260652723282054,0.004256073,290.43276255707764,291.79,11.194060839393403,259.23,314.68,55.44999999999999,0.038542693,0.000698847,87.99066210045663,88.94,7.475191084741835,51.93,100,48.07,0.084954368,-0.005437528,0.7491769406392694,0.7,0.5135460030326621,0.042,3.975,3.9330000000000003,0.6854802586348366,7.530876252658168e-05,277.88079908675803,278.225,10.707298157628104,250.79,297.22,46.430000000000035,0.038531983,0.000450513,41.84176940639269,40.730000000000004,10.750985436272165,13.12,77.97,64.85,0.2569438527288858,-0.000591256,0.006605766,0.0053575,0.004206386,0.000755,0.017346,0.016591,0.6367748390235625,-4.96E-08,2.3425114155251143,1.39,2.720417321868251,0,14.37,14.37,1.161325108,0.000527092,4.768881278538813,4.84,2.6157385224576033,0.35,16,15.65,0.5485014974537312,0.000335069,3.4447831050228306,3.44,2.0034761055395656,0.25,11.01,10.76,0.5815971701145136,0.000205005,181.24780821917807,185.73000000000002,75.91027597964379,60.53,319.63,259.1,0.4188203803703245,0.003416158,186.7929223744292,186.14999999999998,43.03328960042628,51.1,321.8,270.7,0.23037965814446337,-0.009049997,4.712317351598173,4.7,0.7766486336827002,2.65,7.21,4.5600000000000005,0.16481246396092175,0.000249212,4.492009132420091,4,2.553635617604146,0,10,10,0.5684840663332228,0.002405648,4.869292237442922,5,1.4323735614776294,0,10,10,0.29416463248257024,0.000504437
site_18,25.85719178082192,25.6,9.173527819865717,5.2,61.7,56.5,0.354776648,0.003654659,17.437614155251143,17.494999999999997,2.415306478,8.13,24.77,16.64,0.1385112926636622,-0.00101053,15.807237442922373,15.67,2.969495082346068,5.91,26.36,20.45,0.1878566759731725,-0.000998137,28.772146118721462,28.2,9.395057257602346,2.2,74.7,72.5,0.3265330719104464,0.003805235,290.3203881278539,291.64,11.229880642987682,258.98,314.59,55.60999999999996,0.038680992,0.0006193,88.38165525114155,89.55,7.359957788794561,51.84,100,48.16,0.083274722,-0.004713681,0.7374212328767124,0.686,0.5090704860601089,0.04,3.95,3.91,0.6903387960151387,6.306565479630567e-05,277.7768264840183,278.01,10.779355966056208,249.99,297.27,47.27999999999997,0.038805814,0.000279631,42.12385844748859,41.114999999999995,10.784118066118396,13.19,78.39,65.2,0.2560097404078458,-0.000256318,0.006639938,0.005372,0.00424734,0.000757,0.017478,0.016721,0.6396655097997601,-3.59E-08,2.307054794520548,1.38,2.6533225490899093,0,13.71,13.71,1.1500908237601364,0.00051592,4.7215410958904105,4.81,2.601546567492436,0.35,15.95,15.6,0.5509952184376411,0.000281216,3.4191324200913242,3.415,1.9961290566432375,0.25,10.95,10.7,0.5838115672015772,0.000171978,181.55906392694064,186.10000000000002,75.79025374108114,61.18,319.22,258.04,0.4174413113937354,0.003391317,186.7929223744292,186.14999999999998,43.03328960042628,51.1,321.8,270.7,0.23037965814446337,-0.009049997,4.719200913,4.71,0.7781951667960529,2.67,7.21,4.54,0.1648997745809992,0.000244803,4.473173515981735,4,2.424927522719009,0,10,10,0.5421045068015444,0.002343405,4.872716894977169,5,1.4182671326578689,0,10,10,0.2910629045820061,0.000488826
site_19,22.685388127853884,22.35,7.8319502058835235,4.3,53.2,48.900000000000006,0.3452420633820759,0.003784664,17.752488584474886,17.79,2.349630587618299,8.7,24.83,16.13,0.13235499780425858,-0.000842999,16.07320776255708,15.98,2.917564366650211,5.96,26,20.04,0.18151724346192719,-0.0009162,27.58230593607306,27.1,8.986294469,2.4,72.2,69.8,0.32579924572595925,0.003503498,290.7217237442922,292.275,11.16647140651608,259.66,315.2,55.539999999999964,0.038409484034078185,0.000670496,89.04848173515983,90.285,7.061077979901572,54.34,100,45.66,0.07929476,-0.005073067,0.7332294520547945,0.6865000000000001,0.5036255504525654,0.036,3.983,3.947,0.6868594122088392,7.834648006122992e-05,278.1898973,278.59,10.514552206084069,250.8,296.84,46.039999999999964,0.037796312,0.000527265,43.42546803652968,42.31,11.219152304604384,13.6,80.38,66.78,0.25835420576622886,-0.000581276,0.006846623,0.005603,0.004318078,0.000799,0.01842,0.017620999999999998,0.6306872031771726,-8.54E-08,2.381757991,1.415,2.7530821857220777,0,20.73,20.73,1.1559034109587427,0.000515906,4.3721347031963465,4.485,2.420460989552687,0.3,14.88,14.58,0.5536107997274547,0.000283184,3.2423858447488585,3.21,1.9143111931644017,0.23,10.38,10.15,0.5904020325849517,0.000176659,180.40391552511417,184.48,76.83628918780944,58.36,319.21,260.84999999999997,0.4259125361229369,0.004217039,180.9464611872146,181.7,42.81902741167028,49,317.6,268.6,0.23663920880645442,-0.01390974,3.8705136986301367,3.82,0.6974160305551925,1.99,5.96,3.9699999999999998,0.18018694283449352,0.000200685,4.555365296803653,4,2.4904073457642997,0,10,10,0.546697616,0.002885138,4.882420091324201,5,1.4614097112279036,0,10,10,0.29932076386150186,0.000679741
site_20,25.939726027397256,25.3,8.92011973,2.5,59,56.5,0.34387871794037556,0.004837707,17.203915525114155,17.3,2.374830556260001,8.19,23.94,15.750000000000002,0.13804011957587445,-0.001112749,15.622237442922374,15.475000000000001,2.9529631458724865,5.67,25.71,20.04,0.1890230613035728,-0.001038264,29.609246575342464,28.9,9.470545247567985,3.9,72.8,68.89999999999999,0.31985093654678537,0.004406858,290.6440982,291.935,11.189746875850815,258.42,314.77,56.349999999999966,0.038499824858547374,0.00043592,87.73652968036531,88.66,7.350785412,52.83,100,47.17,0.083782496,-0.006091703,0.7667659817351598,0.69,0.5300351102205418,0.033,4.002,3.969,0.6912605969048005,5.254598156408502e-05,278.1348287671233,278.29499999999996,10.59568228996403,250.36,297.44,47.079999999999984,0.038095488928628865,0.000628535,41.88956621004566,40.75,11.063144046993166,11.77,80.84,69.07000000000001,0.26410261666400553,0.000709794,0.006683268,0.005472,0.004194579,0.000773,0.017112,0.016339,0.6276239079110127,-6.18E-09,2.2096575342465754,1.29,2.563412817094637,0,17.75,17.75,1.1600950723654473,0.000324975,4.735958904,4.77,2.6274646386840055,0.31,15.42,15.11,0.5547904219363146,0.000236485,3.4371232876712328,3.39,2.020001455389901,0.23,10.67,10.44,0.5877011926326682,0.000140994,182.0968607305936,185.32999999999998,75.85548328779768,62.53,318.91,256.38,0.41656667217357146,0.002437433,184.79897260273972,183.5,43.39608315494649,49.5,323.9,274.4,0.23482859533117947,-0.007236955,4.451015982,4.415,0.7167062183332528,2.51,6.7,4.19,0.16102081441052385,0.000238362,4.503995433789954,4,2.2988075169485485,0,10,10,0.5103929501576299,0.001855074,4.860730593607306,5,1.4113892296447432,0.5,10,9.5,0.2903656564511027,0.000402341
site_21,26.53835616438356,26,9.103017164584372,5.3,58.4,53.1,0.34301360296012967,0.006282358,17.04191780821918,17.1,2.396755935859044,7.65,23.79,16.14,0.1406388625289055,-0.001448834,15.525730593607307,15.47,2.936931589311693,5.55,25.82,20.27,0.18916543550749038,-0.001374207,30.198515981735156,29.7,9.631851654320704,3.9,73.7,69.8,0.31895115839951527,0.005897767,290.6776484018265,291.94,11.322969157559575,258.72,315.09,56.36999999999995,0.038953697,0.000735701,87.64990868,88.955,7.476155306384149,52.65,100,47.35,0.085295643,-0.0075373,0.7782454337899543,0.702,0.5379651647917159,0.036,4.063,4.027,0.6912538659840191,8.49151282949568e-05,277.9808219178082,278.185,10.670505534675806,250.98,297.4,46.41999999999999,0.038385762,0.001080866,41.28518264840183,40.230000000000004,10.880411269610322,11.67,78.62,66.95,0.2635427669600369,-2.14E-05,0.006593861,0.0053735,0.004188687,0.000755,0.016969,0.016214000000000003,0.6352404495975486,1.0827018813023409e-08,2.1246118721461187,1.205,2.5743812414437395,0,20.02,20.02,1.2116948395112273,0.000384696,4.779394977,4.81,2.651770103083877,0.31,15.58,15.27,0.5548338473282322,0.000370538,3.4579680365296803,3.4050000000000002,2.0345225346955034,0.23,10.76,10.53,0.5883578197377709,0.000225302,181.6834817351598,184.66500000000002,76.11422326775579,61.09,320.71,259.62,0.4189385988248925,0.002768415,185.0711187214612,184.10000000000002,43.31160667970753,49.9,323.3,273.40000000000003,0.23402682697829844,-0.008258141,4.464600456621004,4.43,0.721073179,2.51,6.75,4.24,0.16150900540289742,0.000240414,4.686643835616438,4,2.3890287983141456,0,10,10,0.5097525824681991,0.00254292,4.906392694063927,5,1.4846336974669496,0.5,10,9.5,0.3025916982273262,0.000610425
site_22,26.54794520547945,25.9,9.122363652522834,2.6,60.1,57.5,0.3436184451156692,0.004244472,17.04099315068493,17.09,2.3758262768287546,8.11,23.88,15.77,0.1394182989113673,-0.001090847,15.513424657534244,15.379999999999999,2.944417658781842,5.62,25.68,20.06,0.18979804419598978,-0.00106379,30.263812785388126,29.75,9.544799611197647,4.1,75.3,71.2,0.3153865535345247,0.004315954,290.79627853881277,292.03499999999997,11.262706860745862,258.69,314.92,56.23000000000002,0.038730574260917236,0.000570989,87.66176940639271,88.69999999999999,7.430081825466524,53,100,47,0.08475852,-0.006609959,0.7827317351598173,0.6995,0.5381453839713607,0.035,4.014,3.979,0.6875221225845439,6.827137524071339e-05,277.96737442922375,278.14,10.635009406194637,250.54,297.33,46.78999999999999,0.038259919632771616,0.000834585,40.92992009,39.855,10.876610576922225,11.46,79.81,68.35,0.26573740072431046,0.000492526,0.00661285,0.0053795,0.004185106,0.000761,0.017012,0.016250999999999998,0.6328747110986238,8.374885919129207e-09,2.1473972602739724,1.21,2.577710274198671,0,20.67,20.67,1.2003881731085928,0.000354493,4.796187214611872,4.84,2.6493883728775622,0.31,15.57,15.26,0.5523946948538709,0.000283958,3.4705251141552513,3.425,2.0323837586735345,0.23,10.77,10.54,0.5856127507575263,0.000174409,182.28771689497717,184.77,75.95636806922039,61.39,319.28,257.89,0.4166839618326106,0.002338346,184.44417808219174,183.64999999999998,43.39699240873194,49.7,323.2,273.5,0.2352852383846642,-0.008277604,4.442146118721461,4.4,0.7135402486278376,2.53,6.67,4.140000000000001,0.16062962125910635,0.00022365,4.581621005,4,2.429699724521454,0,10,10,0.5303144284740984,0.00206447,4.884703196347032,5,1.4476618776176955,0.5,10,9.5,0.29636639513743895,0.000528835
site_23,26.046347031963474,25.3,9.002441215750267,2.5,59.1,56.6,0.3456316236861422,0.004744557,17.173961187214612,17.25,2.3744801292784734,8.28,23.85,15.570000000000002,0.13826048070064273,-0.000991234,15.615707762557077,15.455,2.9652844622387473,5.66,25.56,19.9,0.18989113444789396,-0.000909404,29.71187214611872,29,9.517816538202775,4.1,74.8,70.7,0.3203371531553286,0.004043795,290.6619634703196,291.96000000000004,11.175280073862096,258.12,314.71,56.589999999999975,0.038447687,0.000340862,87.78597032,88.945,7.348011929060904,52.93,100,47.07,0.083703716,-0.005693661,0.7630958904109589,0.688,0.5287557203563809,0.032,3.976,3.944,0.6929086200053101,4.681735234197706e-05,278.12384703196346,278.24,10.61189653642969,250.09,297.44,47.349999999999994,0.038155292,0.000508595,41.86228310502283,40.6,11.144459279898363,11.57,80.8,69.22999999999999,0.2662171877233614,0.001105882,0.006716894,0.005515,0.004207658,0.00078,0.017174,0.016394,0.6264290849421408,1.2843999848109606e-11,2.199121005,1.26,2.565206967175291,0,18.84,18.84,1.1664692219522925,0.00028374,4.719075342465754,4.745,2.624144642338252,0.3,15.39,15.09,0.5560717835386616,0.000197088,3.428607305936073,3.375,2.018497423916509,0.23,10.66,10.43,0.5887222547831041,0.000118889,182.22101598173515,185.23000000000002,75.80617110965098,62.38,318.34,255.95999999999998,0.4160122294414678,0.002302448,184.79897260273972,183.5,43.39608315494649,49.5,323.9,274.4,0.23482859533117947,-0.007236955,4.446232876712329,4.4,0.7147199602414386,2.51,6.69,4.180000000000001,0.1607473067784796,0.000233225,4.512557077625571,4,2.243423130537919,0,10,10,0.49715119209491954,0.001565406,4.856735159817352,5,1.415532824,0.5,10,9.5,0.2914576927991219,0.000375265
site_24,23.620662100456617,23,8.486595394,0.1,58.3,58.199999999999996,0.359286939,0.005908266,18.309908675799086,18.32,2.398705033222874,8.57,25.15,16.58,0.1310058436497466,-0.00107156,16.538801369863013,16.564999999999998,2.8998612077947814,6.13,25.66,19.53,0.17533684231064686,-0.001093421,25.572602739726026,24.85,8.959012608785416,2.1,71.6,69.5,0.3503363619248636,0.004517009,289.2795091324201,290.79499999999996,11.289490783747038,257.94,314.55,56.610000000000014,0.039026237,0.00061598,89.68658675799088,90.725,7.147398152,52.06,100,47.94,0.079693056,-0.005817178,0.6286335616438357,0.5865,0.46008430011413737,0.03,3.893,3.863,0.731879951,6.474817414821475e-05,277.4063812785388,277.88,10.617420123474957,249.13,297.16,48.03000000000003,0.038273885678261295,0.00085645,46.25603881278539,46.120000000000005,10.551917263660325,14.63,79.87,65.24000000000001,0.22811977710343248,0.00043204,0.006748452,0.005523,0.004245029,0.000728,0.017268,0.01654,0.6290374038722752,5.036010059199316e-08,2.4866438356164386,1.58,2.7794969595293275,0,16.72,16.72,1.1177704340759724,0.000395698,4.251506849315069,4.33,2.402910338464993,0.38,15.77,15.389999999999999,0.5651902780897811,0.000296403,3.120673515981735,3.085,1.8656586184569774,0.26,10.81,10.55,0.5978384502263635,0.000196088,176.95383561643834,183.375,73.46238553804943,56.92,312.83,255.90999999999997,0.41515000385346296,0.004883187,192.88847031963473,194.1,41.13513665375492,51.3,310.1,258.8,0.21325865970936492,-0.015109904,4.823892694063926,4.835,0.795247747,2.68,7.21,4.529999999999999,0.16485601931657506,0.000215128,5.009703196347032,4,2.5758288826037217,0.5,10,9.5,0.5141679619826501,0.002440945,5.0005707762557075,5,1.4824890039447867,0,10,10,0.2964639578713921,0.00046553
