site,burn_mean,burn_median,burn_sd,burn_min,burn_max,burn_range,burn_cv,burn_trend,dfm1000hr_mean,dfm1000hr_median,dfm1000hr_sd,dfm1000hr_min,dfm1000hr_max,dfm1000hr_range,dfm1000hr_cv,dfm1000hr_trend,dfm100hr_mean,dfm100hr_median,dfm100hr_sd,dfm100hr_min,dfm100hr_max,dfm100hr_range,dfm100hr_cv,dfm100hr_trend,energy_ERC_mean,energy_ERC_median,energy_ERC_sd,energy_ERC_min,energy_ERC_max,energy_ERC_range,energy_ERC_cv,energy_ERC_trend,maxT_mean,maxT_median,maxT_sd,maxT_min,maxT_max,maxT_range,maxT_cv,maxT_trend,maxRelH_mean,maxRelH_median,maxRelH_sd,maxRelH_min,maxRelH_max,maxRelH_range,maxRelH_cv,maxRelH_trend,vaporDeficit_mean,vaporDeficit_median,vaporDeficit_sd,vaporDeficit_min,vaporDeficit_max,vaporDeficit_range,vaporDeficit_cv,vaporDeficit_trend,minT_mean,minT_median,minT_sd,minT_min,minT_max,minT_range,minT_cv,minT_trend,minRelH_mean,minRelH_median,minRelH_sd,minRelH_min,minRelH_max,minRelH_range,minRelH_cv,minRelH_trend,specificH_mean,specificH_median,specificH_sd,specificH_min,specificH_max,specificH_range,specificH_cv,specificH_trend,precipitation_mean,precipitation_median,precipitation_sd,precipitation_min,precipitation_max,precipitation_range,precipitation_cv,precipitation_trend,alfalfa_mean,alfalfa_median,alfalfa_sd,alfalfa_min,alfalfa_max,alfalfa_range,alfalfa_cv,alfalfa_trend,grass_mean,grass_median,grass_sd,grass_min,grass_max,grass_range,grass_cv,grass_trend,sunshine_mean,sunshine_median,sunshine_sd,sunshine_min,sunshine_max,sunshine_range,sunshine_cv,sunshine_trend,windDirection_mean,windDirection_median,windDirection_sd,windDirection_min,windDirection_max,windDirection_range,windDirection_cv,windDirection_trend,windSpeed_mean,windSpeed_median,windSpeed_sd,windSpeed_min,windSpeed_max,windSpeed_range,windSpeed_cv,windSpeed_trend,palmer_p_mean,palmer_p_median,palmer_p_sd,palmer_p_min,palmer_p_max,palmer_p_range,palmer_p_cv,palmer_p_trend,palmer_z_mean,palmer_z_median,palmer_z_sd,palmer_z_min,palmer_z_max,palmer_z_range,palmer_z_cv,palmer_z_trend
site_25,23.626940639269407,23.05,8.496053623,2.3,59.4,57.1,0.35959177927502106,0.006488851,18.265285388127854,18.33,2.392777857942046,8.57,25.05,16.48,0.13100139456333454,-0.001685011,16.46902968,16.49,2.8772251018629578,6.12,25.21,19.09,0.17470519864890657,-0.001606316,25.787100456621005,25.2,8.975179131978129,2.5,71.9,69.4,0.3480491785835384,0.006350669,289.44065068493154,291.07500000000005,11.23806726511049,258.81,314.48,55.670000000000016,0.038826844945645186,0.001030538,89.43889269406392,90.58500000000001,7.268214799840005,52.4,100,47.6,0.081264588,-0.007538364,0.6382945205479451,0.6065,0.4603475087178826,0.035,3.877,3.8419999999999996,0.7212148841927962,0.000114768,277.5302397260274,278.095,10.60179338073219,249.3,297.11,47.81,0.038200498047341006,0.001276129,45.915125570776254,45.86,10.273956617256717,14.5,79.89,65.39,0.22375974125171105,-0.00080708,0.0067393,0.0055075,0.004244427,0.000728,0.017788,0.017060000000000002,0.6298023702749009,2.2128373056162246e-08,2.545525114155251,1.61,2.8280839752083855,0,16.68,16.68,1.111002189,0.000369434,4.2716438356164375,4.405,2.3804575441965508,0.39,15.51,15.12,0.5572696684935646,0.000484133,3.1337557077625573,3.11,1.8528892481451984,0.27,10.68,10.41,0.5912679292631035,0.000306826,176.54187214611872,183.22500000000002,73.76778909154031,55.93,312.21,256.28,0.41784868481787024,0.004828617,193.42808219178082,194.64999999999998,41.16842881414359,51.4,308.9,257.5,0.21283584238469447,-0.014844286,4.7528196347031955,4.76,0.7800581990802853,2.63,7.09,4.46,0.16412535274526538,0.000213039,4.972031963,4,2.5560084069007454,0,10,10,0.5140772275157968,0.002084597,5.001712328767123,5,1.4938028114914268,0,10,10,0.2986582820647016,0.000378327
site_26,23.809018264840184,23,8.647061075662744,0.1,57.9,57.8,0.3631842766248047,0.007770116,18.295296803652967,18.28,2.412888297194597,8.51,24.99,16.479999999999997,0.1318857148419053,-0.001307445,16.538744292237443,16.51,2.927974002024497,6.07,25.55,19.48,0.17703726173448117,-0.00127504,25.653082191780822,25.1,9.021034632599498,2.3,72.2,69.9,0.3516550005632389,0.005598651,289.3322716894977,290.87,11.31191885559613,258.15,314.63,56.48000000000002,0.039096637,0.000691099,89.79756849315068,90.91499999999999,7.154765688393364,51.61,100,48.39,0.079676608,-0.006276605,0.6346084474885844,0.595,0.4641573976975006,0.03,3.929,3.899,0.7314075309497832,6.793964480404867e-05,277.3479109589041,277.855,10.653264708360982,249.05,297.23,48.18000000000001,0.038411195,0.000982881,45.90840182648401,45.785,10.610588058759548,14.51,80.6,66.08999999999999,0.23112518921620195,-4.78E-05,0.006726318,0.0055105,0.004235885,0.000727,0.017211,0.016484000000000002,0.629747953,4.912988818401108e-08,2.4631506849315072,1.585,2.7479086909213493,0,17.72,17.72,1.115607221162663,0.000336684,4.2909132420091325,4.375,2.430206191668839,0.34,15.97,15.63,0.5663610645576569,0.000325005,3.1439155251141555,3.0999999999999996,1.8822480213480264,0.26,10.95,10.69,0.5986954822139129,0.000212339,177.08321917808223,181.235,73.73841743364599,57.5,313.28,255.77999999999997,0.41640544923396483,0.004925814,192.33333333333334,193.55,41.25750058646686,51.3,311.2,259.9,0.2145104016627393,-0.013308405,4.864235159817351,4.89,0.8087771842361505,2.69,7.26,4.57,0.16627016533191613,0.000217529,4.947488584474886,4,2.575256443,0,10,10,0.5205179151203361,0.002123044,4.968607305936073,5,1.4865787315993146,0,10,10,0.2991942490249281,0.000368509
site_27,23.917351598173514,23.3,8.587579717595586,0.1,57.7,57.6,0.3590522839598758,0.006902739,18.325422374429223,18.4,2.3703371780364026,8.45,24.88,16.43,0.1293469328894653,-0.001333647,16.543892694063928,16.509999999999998,2.888995935989838,5.97,25.48,19.51,0.17462612877236755,-0.001279036,25.63778538812785,25.2,8.862953223635602,2.1,72.5,70.4,0.3456988616395779,0.005467316,289.3884018,291.03999999999996,11.276318477444024,258.39,314.56,56.170000000000016,0.038966034596663805,0.000764382,89.96440639269407,91.21000000000001,7.0951978254222725,51.35,100,48.65,0.078866722,-0.006066964,0.6370456621004565,0.5945,0.4622677155473298,0.027,3.919,3.892,0.7256429845596126,7.879793014345733e-05,277.26335616438354,277.66499999999996,10.643250950294988,249.04,297.24,48.20000000000002,0.038386792605889224,0.000899935,45.431643835616434,45.325,10.506411166916454,14.41,81.23,66.82000000000001,0.23125756146820037,-0.000493579,0.006707388,0.0055015,0.004241295,0.000728,0.017198,0.016470000000000002,0.6323318088019169,2.2669400888547644e-08,2.4707534246575342,1.61,2.693145854232302,0,17.04,17.04,1.0900099651204949,0.000288863,4.317568493150685,4.415,2.424446065079122,0.34,16.01,15.670000000000002,0.5615304236459064,0.000359156,3.1595890410958907,3.1550000000000002,1.8769138944516977,0.26,10.98,10.72,0.5940373479079728,0.000233537,177.1655479452055,182.325,74.28614563394203,57.6,314.22,256.62,0.41930356378835887,0.005010353,191.9230593607306,193.64999999999998,41.342652610674214,51.4,311.6,260.20000000000005,0.21541263852494286,-0.013487567,4.887089041095891,4.89,0.8171357405937533,2.7,7.28,4.58,0.16720295736836363,0.000216044,4.8367579908675795,4,2.504027895096707,0,10,10,0.5177079150589369,0.00213239,4.937785388127854,5,1.462178936,0,10,10,0.29612039027972226,0.000362064
site_28,24.113812785388124,23.5,8.696686430420513,2.3,59,56.7,0.3606516525536895,0.0064258,18.28613014,18.314999999999998,2.363238573195821,8.35,24.76,16.410000000000004,0.12923667038854955,-0.001679959,16.511369863013698,16.5,2.8942663671197613,5.91,25.23,19.32,0.1752892940520377,-0.001542176,25.81381278538813,25.25,8.873519097,3,73.3,70.3,0.34375081167160054,0.006132319,289.68100456621005,291.33,11.246555856152137,258.88,314.7,55.81999999999999,0.038823933,0.000957046,90.04808219178082,91.36500000000001,7.109906939426734,50.76,100,49.24,0.078956784,-0.0065199,0.6517739726027396,0.605,0.47015157524583095,0.024,3.974,3.95,0.7213414389168794,9.840112284585191e-05,277.41246575342467,277.885,10.613902728717271,249.34,297.56,48.22,0.038260367,0.000959344,44.93988584474886,44.655,10.446314483507495,14.44,81.25,66.81,0.23245084599448593,-0.001288878,0.006756361,0.005595,0.004261725,0.00074,0.01747,0.01673,0.6307722352876485,-2.03E-08,2.4826940639269406,1.59,2.7339215403143706,0,16.92,16.92,1.1011914758397807,0.000224974,4.389874429223744,4.49,2.4456087489992653,0.32,16.25,15.93,0.5571022106506401,0.000449778,3.2076712328767125,3.22,1.8911662734004482,0.25,11.1,10.85,0.5895760930911885,0.000284938,177.85706621004567,183.17000000000002,74.87446898112643,57.07,315.7,258.63,0.4209811315154674,0.005035233,192.58527397260275,193.9,41.15872217401797,52.3,309.2,256.9,0.2137168711034117,-0.015086767,4.906095890410959,4.93,0.8210789259731218,2.7,7.28,4.58,0.16735892333004201,0.000215367,4.688356164383562,4,2.3854872358910217,1,10,9,0.5088110101389177,0.001495643,4.900114155251141,5,1.4508736104650608,0,10,10,0.2960897571968301,0.00026963
site_29,22.443150684931506,22.1,7.743558886483372,4,52.9,48.9,0.3450299378724242,0.004190762,17.89090182648402,17.939999999999998,2.2763492129329386,8.78,24.9,16.119999999999997,0.12723501783254124,-0.000861735,16.219566210045663,16.125,2.852975422536613,6.13,26.18,20.05,0.17589714703773085,-0.00085774,27.115296803652967,26.6,8.719731405237635,2.2,71.5,69.3,0.3215797882788771,0.00351003,290.6238584474886,292.22,11.232908689373314,259.43,315.31,55.879999999999995,0.038651020426813766,0.000476197,89.59461187214612,90.785,6.9034681714745565,55.76,100,44.24,0.077052269,-0.004714154,0.7157009132420091,0.6705000000000001,0.4949999142558726,0.036,3.971,3.935,0.691629569,5.729875241829131e-05,278.10247716894975,278.46000000000004,10.542060275172455,250.49,296.76,46.26999999999998,0.037907107,0.000455531,43.89865296803653,42.98,11.228163892442547,13.9,80.62,66.72,0.2557746794786162,-3.34E-05,0.006901175,0.0056395,0.004391773,0.000791,0.019098,0.018307,0.6363805545296644,-9.52E-08,2.3807762557077625,1.4049999999999998,2.793396337,0,20.76,20.76,1.1733132546122746,0.000428534,4.2902511415525115,4.39,2.3899701820680725,0.31,14.69,14.379999999999999,0.5570699950220664,0.000222663,3.192876712328767,3.165,1.895315888746117,0.22,10.26,10.04,0.5936076020184766,0.000137722,179.85714611872143,184.45,76.14815944031477,58.99,318.34,259.34999999999997,0.4233813394884534,0.00418237,180.53036529680367,181.2,42.36504940728953,49.2,317.1,267.90000000000003,0.23466993675905234,-0.0128229,3.827899543378995,3.79,0.6949882026197376,1.94,5.94,4,0.18155863150114224,0.000201867,4.519977168949771,4,2.4222853278514496,0,10,10,0.5359065405222553,0.002528871,4.877283105022831,5,1.449514929803654,0,10,10,0.2971972097151553,0.000531589
site_30,23.321004566210046,23,8.178868913715496,3.8,56.8,53,0.35070825917876247,0.005915157,18.59345890410959,18.585,2.266459235284435,8.64,24.93,16.29,0.12189551427590992,-0.001307417,16.83170091324201,16.81,2.854539796422516,6.03,26.09,20.06,0.16959306793389864,-0.001235976,24.827625570776256,24.1,8.479955648,2.1,72,69.9,0.34155322761386997,0.004918977,290.07171232876715,291.81,11.19369088196922,259.04,314.82,55.77999999999997,0.038589392,0.001018558,91.25704337899543,92.745,6.693950401,53.57,100,46.43,0.073352699,-0.005610156,0.6607796803652969,0.6134999999999999,0.47143967117725166,0.029,3.885,3.856,0.7134596979686588,0.000112451,277.5694977,278.055,10.54751638076501,249.67,296.9,47.22999999999999,0.037999551,0.000749089,45.49672374429224,44.41,11.00704198094375,14.32,79.19,64.87,0.24193043092085573,-0.001761401,0.006875089,0.0057525,0.004309412,0.000783,0.018333,0.01755,0.6268155047907198,-1.07E-07,2.505216894977169,1.495,2.815751693839213,0,14.92,14.92,1.1239552549260905,0.000422096,4.398972602739726,4.5,2.4463269632495033,0.35,16.12,15.770000000000001,0.5561132528367886,0.000499204,3.224760273972603,3.23,1.8990387046851263,0.23,11.03,10.799999999999999,0.5888929853212587,0.000308425,179.3662899543379,183.79000000000002,75.01200108428884,59.18,316.08,256.9,0.418205679,0.005026149,188.3308219178082,188.85000000000002,41.78226295329116,54,316.2,262.2,0.22185568208015294,-0.011811526,4.761575342465754,4.765,0.8208828539131676,2.65,7.19,4.540000000000001,0.17239732543811398,0.000229299,4.490296803652968,4,2.378597377170808,0,10,10,0.5297194108050407,0.00174104,4.867579908675799,5,1.4267260112560198,0,10,10,0.29310787660888216,0.000415667
site_31,23.890639269406392,23.6,8.405412696889622,2.2,58.2,56,0.3518287058837028,0.005874779,18.536255707762557,18.555,2.3257406437346955,8.54,24.73,16.19,0.12546981873802748,-0.001658397,16.759634703196344,16.689999999999998,2.8929925341471767,5.95,25.94,19.990000000000002,0.17261668200891242,-0.001602309,25.02648401826484,24.4,8.664352885561835,1.9,72.3,70.39999999999999,0.34620735694388444,0.00587527,289.8972488584475,291.605,11.216531345388724,259.25,314.83,55.579999999999984,0.038691403,0.001044299,90.86861872146119,92.255,6.943868145870097,52.09,100,47.91,0.07641657,-0.0070919,0.648818493,0.601,0.4684362626054443,0.03,3.942,3.9120000000000004,0.7219835247461917,0.000121228,277.5390525114155,277.985,10.578026069063664,249.59,297.31,47.72,0.038113649,0.001196794,45.562511415525115,44.870000000000005,10.801701449080843,14.46,79.81,65.35,0.23707432082859764,-0.001770925,0.006872284,0.005726,0.004314199,0.000771,0.01823,0.017459,0.6277678868165111,-7.48E-08,2.5431963470319636,1.61,2.8440640037344895,0,15.13,15.13,1.1183029603882741,0.000380358,4.397374429223744,4.470000000000001,2.4569462059413336,0.31,16.46,16.150000000000002,0.5587302708664387,0.000542142,3.2175228310502284,3.22,1.8991494504971145,0.21,11.22,11.01,0.5902520511026847,0.000339647,178.85488584474885,183.64,74.93422780158507,57.86,314.18,256.32,0.4189666245216813,0.005165331,190.03995433789953,190.7,41.51927045572931,53.7,312.5,258.8,0.21847653352887147,-0.010818977,4.941289954,4.96,0.8420853940685892,2.75,7.4,4.65,0.17041813005313167,0.00023281,4.589041095890411,4,2.4052963806309657,0,10,10,0.5241392113016731,0.00158606,4.8687214611872145,5,1.4604383247841457,0,10,10,0.2999634167669195,0.000291877
site_32,26.26255707762557,25.6,9.049578806020579,5.3,59.1,53.800000000000004,0.3445810238230908,0.005109261,17.10310502283105,17.22,2.3599710629992794,7.84,23.8,15.96,0.13798494833826597,-0.001096613,15.56816210045662,15.43,2.9316597175918697,5.56,25.75,20.19,0.18831122766289046,-0.001013202,29.935616438356167,29.2,9.501811216858904,4,75.1,71.1,0.31740823632027637,0.004473807,290.6559246575343,291.97,11.19810245417643,258.5,314.87,56.370000000000005,0.038527006,0.000555014,87.66598174,88.8,7.307173123652341,52.39,100,47.61,0.083352436,-0.00578741,0.7692054794520548,0.697,0.531469945,0.036,4.032,3.996,0.6909336442352033,5.7733288407598386e-05,278.15368721461186,278.315,10.606113544058974,250.46,297.53,47.069999999999965,0.038130408,0.000602809,41.87388127853882,40.805,11.024663156807334,11.8,80.41,68.61,0.26328257186079596,0.00048279,0.006676475,0.0054685,0.004191816,0.000772,0.017032,0.01626,0.6278486595187163,5.724532352107602e-09,2.143413242009132,1.225,2.5570501729965938,0,18.86,18.86,1.192980486861105,0.000312219,4.743276255707763,4.765,2.628460644947713,0.31,15.47,15.16,0.5541445412935389,0.000262771,3.440513698630137,3.38,2.0222379180751537,0.23,10.73,10.5,0.5877720873136826,0.000156303,182.0220662100457,185.14499999999998,75.95283275564834,62.02,319.91,257.89000000000004,0.4172726655459565,0.002573495,185.1044520547945,183.64999999999998,43.330625125729654,49.5,324,274.5,0.2340874281775943,-0.007896951,4.453573059,4.42,0.7172494044142871,2.51,6.7,4.19,0.16105032854614082,0.000236183,4.593036529680365,4,2.3742741074859843,0,10,10,0.5169290712458612,0.002399244,4.889269406392694,5,1.4640903843163484,0.5,10,9.5,0.299449726,0.000576275
site_33,26.386073059360726,25.9,9.006505138367919,5.3,58.4,53.1,0.3413355643375197,0.005214966,17.124680365296804,17.19,2.3752084288504154,7.65,23.81,16.159999999999997,0.13870089123904347,-0.001156991,15.604566210045663,15.47,2.9258930524357907,5.55,25.97,20.419999999999998,0.18750236392679762,-0.001092579,29.91038812785388,29.4,9.528586853739931,3.8,73.9,70.10000000000001,0.318571154,0.004702506,290.58351598173516,291.825,11.332507297863843,258.59,315.06,56.47000000000003,0.03899914,0.000641626,87.97664383561643,89.11,7.318203185795043,52.72,100,47.28,0.083183478,-0.006181866,0.7683584474885845,0.698,0.5326557754951747,0.037,4.05,4.013,0.6932386534386197,6.845034330253242e-05,277.86284246575343,278.065,10.673715113195064,250.56,297.27,46.70999999999998,0.038413610896932356,0.000774161,41.40433789954338,40.2,10.937516899712017,11.63,79.11,67.48,0.2641635503567041,0.000139399,0.006595193,0.005366,0.004194458,0.000752,0.016967,0.016215,0.6359871444791421,8.37930411226624e-10,2.1253767123287672,1.2349999999999999,2.538427131317776,0,19.08,19.08,1.1943422154731484,0.000403332,4.744509132420091,4.785,2.6431973272245854,0.31,15.55,15.24,0.5571065948979083,0.000312241,3.436015982,3.385,2.029194172722799,0.23,10.74,10.51,0.5905659879084941,0.000192453,181.43464611872147,184.695,76.27427804,60.35,321.02,260.66999999999996,0.42039533060176854,0.002857421,186.0579908675799,184.95,43.551685219530874,49.8,323.8,274,0.23407586536031783,-0.008309054,4.470856164383562,4.44,0.7227386855716371,2.51,6.79,4.28,0.16165554403857402,0.000247158,4.704908675799087,4,2.3356891791142886,0,10,10,0.49643666648164914,0.002454681,4.908105023,5,1.471321143319304,0.5,10,9.5,0.29977376940288647,0.00062247
site_34,26.940753424657533,26.3,9.133314695765971,5.4,59.1,53.7,0.339014821,0.005944363,16.88417808219178,16.97,2.3593073504243116,7.74,23.72,15.979999999999999,0.13973480609711997,-0.001380479,15.399052511415524,15.29,2.911489190731237,5.53,25.68,20.15,0.18906937219500428,-0.001334759,30.748173515981737,30.2,9.566270122739395,4.2,75.9,71.7,0.3111166950377462,0.005646308,290.8812100456621,292.105,11.32358656482303,258.99,315.17,56.18000000000001,0.03892856,0.000872173,87.29908675799086,88.42,7.512661038428248,52.61,100,47.39,0.086056582,-0.00777504,0.7946004566210045,0.7244999999999999,0.5467212108325601,0.04,4.084,4.044,0.6880454274560356,0.000102636,278.08339041095894,278.255,10.697570192602686,251.11,297.56,46.44999999999999,0.038468929,0.001214713,40.81043378995434,39.69,10.696251756494435,11.57,76.23,64.66,0.26209600739719074,-0.000112828,0.006620034,0.005415,0.004208868,0.000761,0.016987,0.016225999999999997,0.6357773747871488,3.746443912376965e-08,2.069474885844749,1.19,2.5362360109521664,0,20.13,20.13,1.2255456822888129,0.000368985,4.837990867579909,4.875,2.6680147271691523,0.35,15.65,15.3,0.5514716336171515,0.000417161,3.4959132420091326,3.4450000000000003,2.0476280880554456,0.24,10.82,10.58,0.5857205102946592,0.000255508,181.96223744292234,184.225,76.08819742098423,61.16,320.54,259.38,0.41815378009325405,0.002617392,185.0711187214612,184.10000000000002,43.31160667970753,49.9,323.3,273.40000000000003,0.23402682697829844,-0.008258141,4.4603310502283104,4.43,0.7198877417524076,2.51,6.73,4.220000000000001,0.16139782757056984,0.000236537,4.620433789954338,4,2.296151295261352,0,10,10,0.49695578373043714,0.002328232,4.8881278538812785,5,1.461662486917728,0.5,10,9.5,0.29902296556280467,0.000536467
site_35,26.79840182648402,26.2,9.014136397,2.8,57.6,54.800000000000004,0.3363684317879786,0.004734973,16.85304794520548,16.82,2.3744612852100855,8.62,24.38,15.76,0.14089209814926063,-0.000600425,15.32052511415525,15.24,2.9897388362079402,5.45,25.24,19.79,0.19514597665099612,-0.000510512,30.948287671232872,30.3,9.500572407142844,4.5,74,69.5,0.306982167,0.002940768,291.3566666666667,292.48,11.139336407579117,259.17,314.92,55.75,0.038232646,0.000576248,87.14199771689498,88.045,7.477994536482761,52.02,100,47.98,0.085813898,-0.003325381,0.8297397260273973,0.753,0.5706098302484638,0.029,4.077,4.048,0.687697373,2.784597018389055e-05,278.21648401826485,278.405,10.502536993506515,250.43,297.43,47,0.037749513766470524,0.000165151,39.96198630136986,38.379999999999995,10.840163951808822,10.53,83.96,73.42999999999999,0.2712618904890929,0.000451029,0.006620654,0.005473,0.004071194,0.000803,0.016649,0.015846,0.6149232011458613,6.882953138144426e-08,2.1315639269406392,1.295,2.3791181929551826,0,13.7,13.7,1.1161373876174803,0.000135136,4.962956621004566,4.985,2.714173697671533,0.3,15.64,15.34,0.5468864438960479,0.000125872,3.577899543378995,3.535,2.068248253770213,0.22,10.75,10.53,0.5780621363720413,7.861420471407817e-05,184.44086757990866,188.675,74.11923535563442,67.52,316.98,249.46000000000004,0.4018590691324004,0.002293963,180.13162100456623,178.75,42.81210693381103,50.6,320.7,270.09999999999997,0.23767124669757883,-0.005554826,4.419543378995434,4.375,0.7083318700105203,2.63,6.64,4.01,0.1602726366205562,0.000160801,4.345890410958904,4,2.177928722946832,0,10,10,0.5011467195433215,0.000669539,4.823630136986301,5,1.3491502721374877,0,10,10,0.27969604505796697,0.000139236
site_36,27.05616438356164,26.55,9.134543343358741,5.5,58,52.5,0.33761412792526363,0.005623007,16.747317351598173,16.73,2.3535854790193027,8.64,24.25,15.61,0.14053507374389745,-0.000840195,15.238333333333332,15.15,2.9557582077958977,5.47,25.02,19.55,0.1939686016272054,-0.00064367,31.277853881278542,30.5,9.464502918035295,4.5,74,69.5,0.3025943836798951,0.003828047,291.41684931506853,292.455,11.08117134323013,259.15,314.82,55.670000000000016,0.038025156641679284,0.000501436,86.85100456621005,87.725,7.536843545854083,52.02,100,47.98,0.086779003,-0.003976167,0.8306974885844749,0.7525,0.5665981809620393,0.03,4.058,4.028,0.6820752304518627,2.6770974702497187e-05,278.3331506849315,278.48,10.47602611576581,250.58,297.48,46.900000000000006,0.037638442,0.000298453,39.921541095890404,38.48,10.716796732889197,10.53,83.84,73.31,0.2684464687159185,0.000628881,0.006660604,0.005473,0.004103876,0.000812,0.016771,0.015959,0.6161416709144308,7.008583344304426e-08,2.099326484018265,1.2149999999999999,2.3621681721073253,0,15.18,15.18,1.1252028639137452,2.246093357759836e-05,4.975593607305937,4.96,2.6946909140968676,0.29,15.71,15.420000000000002,0.5415817944094359,0.000121294,3.587694063926941,3.56,2.0567485372967997,0.22,10.8,10.58,0.5732786855982832,7.281325100915553e-05,184.5813698630137,188.14999999999998,74.05498944891374,68.12,317.11,248.99,0.4012051135164581,0.002204857,180.1275114155251,179.6,42.788891718967676,50.8,319.7,268.9,0.23754778702438523,-0.005479605,4.427956621004567,4.395,0.7111519068721838,2.64,6.64,3.9999999999999996,0.16060498503954299,0.00015765,4.3464611872146115,4,2.1659462350765835,0,10,10,0.49832407141880164,0.000480159,4.819634703196347,5,1.3584263840883941,0,10,10,0.2818525609809174,9.49956152780226e-05
site_37,27.243949771689493,26.35,9.343893931637725,2.8,60.1,57.300000000000004,0.34297133895568316,0.003513418,16.755000000000003,16.72,2.4327890255676454,8.34,23.98,15.64,0.14519779322994003,-0.000702755,15.227728310502284,15.11,3.019573168931637,5.45,24.97,19.52,0.19829439476202718,-0.000669264,31.36700913242009,30.75,9.817904654,4.9,75.5,70.6,0.3130009817658053,0.002992656,291.0515867579909,292.21000000000004,11.136115189925748,258.88,315,56.120000000000005,0.038261654,0.000611315,86.68006849315067,87.42,7.53130441,51.8,100,48.2,0.08688623,-0.004557025,0.8198504566210045,0.738,0.5651699500023301,0.033,4.085,4.052,0.6893573644291978,4.378392804146857e-05,277.98871004566206,278.12,10.51619410264526,249.73,297.18,47.45000000000002,0.037829573,0.000428523,39.85563927,38.285,10.849174723048906,10.63,82.26,71.63000000000001,0.2722117853815694,0.000437758,0.00650361,0.005345,0.004011241,0.000777,0.016483,0.015706,0.6167715280134255,5.6881157298832806e-08,2.0908219178082192,1.25,2.400052703050321,0,16.45,16.45,1.1478991503811402,0.000177796,4.924703196347033,4.9350000000000005,2.700456164499338,0.31,15.53,15.219999999999999,0.5483490185768838,0.000182899,3.5487785388127855,3.505,2.059251369332189,0.21,10.71,10.5,0.5802704639949424,0.000110286,183.80308219178082,187.66,74.79350796917946,66.3,317.02,250.71999999999997,0.4069219464510374,0.002290194,181.59132420091325,180.35000000000002,42.96734336636822,50.2,321.2,271,0.2366156178189934,-0.007320973,4.4245319634703195,4.39,0.706731098,2.67,6.61,3.9400000000000004,0.15973013729513716,0.000177177,4.506849315068493,4,2.185845631194658,0,10,10,0.48500526163285723,0.001241405,4.8744292237442925,5,1.4025365209074971,0.5,10,9.5,0.28773348766158485,0.000360069
site_38,23.268721461187216,23,8.186882743,0.2,60.8,60.599999999999994,0.3518406783465553,0.00504492,17.948344748858446,18.08,2.390672967453434,8.61,26.12,17.51,0.1331974062736613,-0.001564893,16.164406392694065,16.085,2.8573951942341114,6.29,25.32,19.03,0.17677080895006372,-0.001463983,26.902283105022832,26.15,8.990290007676874,2.5,72.2,69.7,0.334183161,0.005616471,290.23811643835614,291.885,11.092678505634447,259.6,315.25,55.64999999999998,0.038219234,0.000947185,88.58432648401826,89.76,7.501566145659213,50.99,100,49.01,0.08468277,-0.007019295,0.6795593607305936,0.638,0.48387181535083806,0.021,4.1,4.079,0.7120375986442566,8.854955182116577e-05,278.11101598173514,278.53,10.506515547266375,250.62,297.41,46.79000000000002,0.037778135,0.001091861,45.07901826484019,45.12,10.236169394669997,13.83,82.35,68.52,0.22707170183991773,-0.000552153,0.006895696,0.0057065,0.004317449,0.000783,0.017678,0.016895,0.6261078241969119,5.809772239912355e-08,2.5514611872146116,1.5750000000000002,2.9294674211844782,0,25.41,25.41,1.1481528450693501,0.000480846,4.302796803652968,4.465,2.353040840307318,0.3,16.3,16,0.5468631096661698,0.00038555,3.1832990867579904,3.175,1.8546088972310748,0.23,11.12,10.889999999999999,0.5826059213053363,0.000251458,179.1611529680365,182.97000000000003,74.26061984,57.38,315.27,257.89,0.41449063378475504,0.005768149,185.76815068493153,186.9,40.96158297895331,49.7,304.1,254.40000000000003,0.2204984160520896,-0.009956218,4.294429223744292,4.3,0.7383439870170526,2.37,6.47,4.1,0.17193064515644624,0.00020879,4.858447488584475,4,2.559775668098055,0,10,10,0.5268711196555207,0.002494922,4.950342465753424,5,1.4489367449741848,1,10,9,0.29269424388271326,0.000477482
